cutoff_season,pitcher_id,pitcher_trackman_id,pitcher_hand,rate_cost,count_cost,season_cost,assignment_cost,margin,mutual_nearest,main_history_n,trackman_history_n,high_confidence
2020,23627,67266,1,0.014728638001245326,0.10579064587973273,0.09242761692650334,0.0629469008074814,0.010480793019289114,True,898.0,803.0,True
2020,22233,65042,1,0.02138798773584904,0.08532423208191127,0.08532423208191127,0.06405010377680467,0.017994564672256463,True,293.0,318.0,True
2020,22964,79617,2,0.00920906382978727,0.048327137546468404,0.137546468401487,0.06459939840227798,0.09280489830872966,True,269.0,282.0,True
2020,23751,69035,2,0.015625000000000028,0.10344827586206896,0.11494252873563218,0.07137212643678163,0.06462927586206889,True,174.0,192.0,True
2020,22368,64718,1,0.010717119503311279,0.13714285714285715,0.13142857142857142,0.07728854807473984,0.02115824300584622,True,525.0,453.0,True
2020,23500,69108,1,0.02482149248120301,0.20359281437125748,0.20359281437125748,0.12661789966683173,0.07253895736432883,True,167.0,133.0,True
2020,23360,68848,1,9.999999997511999e-08,0.02,0.04,0.017000099999999973,0.07692290000000006,True,14.0,13.0,False
2020,23449,69501,2,3.333333333660482e-07,0.02,0.04,0.017000333333333364,0.11733266666666661,True,13.0,12.0,False
2020,23534,518445,2,0.02047655209953346,0.013396375098502758,0.018124507486209612,0.028829585984482237,0.013222988544397869,False,2538.0,2572.0,False
2020,23771,69994,2,0.031620826086956516,0.0,0.0,0.031620826086956516,0.11010617391304353,True,23.0,23.0,False
2020,23437,60757,2,0.025645820960698673,0.03171247357293869,0.016913319238900635,0.0363223537302547,0.027481643079952593,True,473.0,458.0,False
2020,22028,60634,2,0.03126819076305224,0.015810276679841896,0.011857707509881422,0.03778992989348702,0.08082551712072082,True,253.0,249.0,False
2020,23518,69446,1,0.02665333333333332,0.015335801163405606,0.03225806451612903,0.04024402608848932,0.012992388224606015,False,1891.0,1920.0,False
2020,23781,548384,2,0.03215998413957177,0.020202020202020204,0.016705516705516704,0.04103721801680565,0.015794635559029283,False,2574.0,2522.0,False
2020,22640,67588,1,0.02680125717439292,0.03411513859275053,0.029850746268656716,0.04236628915733535,0.053387015169974246,True,469.0,453.0,False
2020,22675,74359,2,0.02780702341920374,0.0215311004784689,0.03349282296650718,0.04275917652925159,0.024719744226291508,True,836.0,854.0,False
2020,21595,67419,1,0.0342343055555555,0.021739130434782608,0.016304347826086956,0.04320169685990333,0.005990699102829615,True,368.0,360.0,False
2020,23665,76118,1,0.02647878764044947,0.045064377682403435,0.028969957081545063,0.04337792927135076,0.020627094988619837,True,932.0,890.0,False
2020,22540,62920,2,0.028595385714285715,0.0318118948824343,0.029045643153526972,0.043533145050385295,0.04736811087400381,True,723.0,700.0,False
2020,22717,69516,1,0.041666666666666644,0.002079002079002079,0.008316008316008316,0.044889119889119866,0.03388487543417121,True,481.0,480.0,False
2020,22525,63111,1,0.0430147018237082,0.0050916496945010185,0.008146639511201629,0.04662977310680392,0.020696990057140922,True,982.0,987.0,False
2020,22592,543184,2,0.03221578048780488,0.023933402705515087,0.03225806451612903,0.04709611347427731,0.027553961814517983,True,961.0,984.0,False
2020,22923,64960,1,0.028657529608938588,0.03763440860215054,0.03763440860215054,0.04747473391001386,0.04014919512224423,True,186.0,179.0,False
2020,22729,68703,2,0.037977977011494246,0.021739130434782608,0.017991004497751123,0.04753569815092453,0.03735494975816898,True,1334.0,1305.0,False
2020,22922,69984,1,0.01863354037267077,0.05921052631578947,0.05921052631578947,0.048238803530565505,0.07790967114669364,False,152.0,161.0,False
2020,22505,63235,2,0.02502797297297296,0.1590909090909091,0.0,0.048891609336609326,0.07510859146660348,True,220.0,185.0,False
2020,23151,76540,1,0.01471895000000003,0.07327586206896551,0.06896551724137931,0.049848260344827616,0.010740117833814407,False,232.0,215.0,False
2020,23306,79847,2,0.030237842388331822,0.04024496937882765,0.03937007874015748,0.05005411535421108,0.016307622370595458,True,1143.0,1097.0,False
2020,22596,68413,2,0.03836454792332268,0.004815409309791332,0.03210272873194221,0.05032281437597116,0.1511463336851034,True,623.0,626.0,False
2020,23843,67421,1,0.03775812735321529,0.03680430879712747,0.02064631956912029,0.05050498552197651,0.04095553858053478,True,1114.0,1073.0,False
2020,23501,68556,1,0.04106304696016772,0.028513238289205704,0.016293279022403257,0.05104268036138972,0.007276724121691475,True,982.0,954.0,False
2020,22795,68804,1,0.023559182568807367,0.05314009661835749,0.057971014492753624,0.051820052134024755,0.007670760829676902,False,207.0,218.0,False
2020,23384,63619,2,0.03964890967741934,0.025157232704402517,0.025157232704402517,0.052227526029620594,0.01021070164333543,True,159.0,155.0,False
2020,22372,68068,2,0.035714000000000024,0.02,0.04,0.052714000000000025,0.10191982608695647,True,15.0,16.0,False
2020,23782,77829,2,0.052407096439681986,0.0010359116022099447,0.004834254143646409,0.05425447213028972,0.07023256523771075,True,2896.0,2893.0,False
2020,22666,69054,1,0.046883605633802866,0.034013605442176874,0.006802721088435374,0.054366598831081775,0.003934526174334395,True,147.0,142.0,False
2020,21830,62918,1,0.04444839016393441,0.022044088176352707,0.02004008016032064,0.05476903144649954,0.00763430802341776,True,499.0,488.0,False
2020,21754,69813,1,0.04628204748753735,0.009871668311944718,0.02073050345508391,0.055018473943608426,0.029258026822718622,True,1013.0,1003.0,False
2020,22703,571035,1,0.028894787094422197,0.0647800886464371,0.05148312308216843,0.056630893470146715,0.013565398390569673,False,2933.0,2743.0,False
2020,23719,68419,2,0.022800541738136088,0.07947368421052632,0.06368421052631579,0.057011068053925563,0.018769511234157342,False,1900.0,1749.0,False
2020,23421,66064,2,0.055062247526501795,0.007017543859649123,0.0035087719298245615,0.05734294928088776,0.01703396072178047,True,570.0,566.0,False
2020,22015,68910,2,0.05434798260869564,0.010752688172043012,0.010752688172043012,0.05972432669471714,0.03436815397073224,True,93.0,92.0,False
2020,23628,67122,2,0.04437247619047617,0.056179775280898875,0.02247191011235955,0.06066461102193684,0.13306697373624585,True,89.0,84.0,False
2020,23158,65398,1,0.04885245901639346,0.031746031746031744,0.023809523809523808,0.06194769711163155,0.023777170613236212,True,126.0,122.0,False
2020,22487,77637,2,0.054809200174064446,0.012334801762114538,0.016740088105726872,0.06251845127538602,0.06351524177369153,True,1135.0,1149.0,False
2020,21558,61643,1,0.03613766766467069,0.04767879548306148,0.05520702634880803,0.06261194620921273,0.005592409078535934,True,797.0,835.0,False
2020,22094,79358,2,0.054920644989106766,0.00437636761487965,0.020787746170678335,0.06285281129107613,0.0013260123881986413,True,914.0,918.0,False
2020,23439,76858,2,0.06217902155536031,0.005244755244755245,0.0,0.0629657348420736,0.04353703392776871,True,572.0,569.0,False
2020,22926,65618,1,0.05896226415094338,0.012422360248447204,0.006211180124223602,0.06299953123168872,0.03582561818821045,False,161.0,159.0,False
2020,23596,63959,2,0.05113247355140185,0.023923444976076555,0.023923444976076555,0.06309419603944012,0.061565854789905936,True,209.0,214.0,False
2020,22380,74857,2,0.06043507591240878,0.027218934911242602,0.001183431952662722,0.06493211733252711,0.05275089846283269,True,845.0,822.0,False
2020,23567,68701,1,0.04160767777777776,0.06,0.041666666666666664,0.0651910111111111,0.03787119191919196,True,48.0,45.0,False
2020,22890,518852,2,0.038386817258883266,0.046587658357172046,0.05721291377196567,0.06539948583264706,0.01262782884346314,True,2447.0,2561.0,False
2020,23682,69430,2,0.028985333333333363,0.06,0.08,0.06598533333333337,0.08144966666666661,True,24.0,21.0,False
2020,23754,66564,2,0.06605026582278477,0.0,0.0,0.06605026582278477,0.10379746835443039,True,79.0,79.0,False
2020,23748,64615,1,0.059794703303964754,0.004424778761061947,0.017699115044247787,0.06665311038361077,0.02335873158499832,False,226.0,227.0,False
2020,22143,73117,1,0.050153541950113366,0.045454545454545456,0.02813852813852814,0.06682020861678004,0.007857614354574827,False,924.0,882.0,False
2020,22473,68201,2,0.06711596836734696,0.0,0.0,0.06711596836734696,0.013922096095829561,True,98.0,98.0,False
2020,21840,74513,2,0.06557027659574467,0.010526315789473684,0.002631578947368421,0.06807027659574467,0.0556254009829205,True,380.0,376.0,False
2020,22136,68659,2,0.02748478284182307,0.11611374407582939,0.06635071090047394,0.06812459326836336,0.01179710350458961,True,422.0,373.0,False
2020,21991,62648,1,0.030149122222222206,0.12727272727272726,0.05454545454545454,0.06833094040404039,0.07013314967860426,True,165.0,144.0,False
2020,22772,68900,2,0.06853609897610921,0.0050933786078098476,0.0008488964346349745,0.06959721951940293,0.03242093500043497,False,1178.0,1172.0,False
2020,21699,75342,1,0.031061954232804175,0.08029197080291971,0.07785888077858881,0.07035635812574821,0.04545729170704897,True,411.0,378.0,False
2020,23556,78366,2,0.06941707586206895,0.015665796344647518,0.0026109660574412533,0.07268078343387052,0.014311983321240632,False,383.0,377.0,False
2020,21372,66145,1,0.058621577372262756,0.012003693444136657,0.03693444136657433,0.07334918586718427,0.010478589708709199,False,1083.0,1096.0,False
2020,23591,68301,1,0.02262463823529414,0.06,0.12,0.07362463823529414,0.020298257918552012,True,14.0,17.0,False
2020,21874,79825,1,0.06525480290791603,0.025196850393700787,0.015748031496062992,0.07454614149059319,0.0070329599113656965,True,635.0,619.0,False
2020,21961,458676,1,0.04121136500174641,0.060763245646535756,0.06965542793627269,0.07470525162642222,0.005027514765904906,True,2699.0,2863.0,False
2020,23568,68902,1,0.06640746700507615,0.0037926675094816687,0.02402022756005057,0.07538344677751609,0.0017758486239137644,True,791.0,788.0,False
2020,21690,67828,2,0.04638410362694301,0.0546448087431694,0.06147540983606557,0.07609721838104136,0.02474407988219747,True,732.0,772.0,False
2020,22118,77927,1,0.07132877043111528,0.03351449275362319,0.0018115942028985507,0.07699000231517326,0.005477319869112318,False,1104.0,1067.0,False
2020,23749,64047,2,0.07446805000000001,0.005291005291005291,0.005291005291005291,0.07711355264550265,0.04246104232804232,True,189.0,188.0,False
2020,23288,68616,1,0.05507105906735754,0.04926108374384237,0.04433497536945813,0.07797746300824424,0.029129976657637113,True,203.0,193.0,False
2020,23684,68908,2,0.026703442397660822,0.023952095808383235,0.1377245508982036,0.07849984958328957,0.014582340900654814,False,167.0,171.0,False
2020,23689,63791,2,0.06405457815845828,0.04106776180698152,0.026694045174537988,0.0795576582405938,0.13619453946105256,True,487.0,467.0,False
2020,23617,63960,2,0.056486101910828035,0.06547619047619048,0.041666666666666664,0.08089086381558994,0.05657150040577427,True,168.0,157.0,False
2020,21624,69205,2,0.08152184999999998,0.0,0.0,0.08152184999999998,0.23186854390243908,True,24.0,24.0,False
2020,23314,69839,2,0.02253444130434779,0.11854103343465046,0.11854103343465046,0.08180495802167301,0.041864447266494687,False,329.0,368.0,False
2020,23307,68240,1,0.08009854476093592,0.006568974229408792,0.003031834259727135,0.08214503288625173,0.05221443839408399,False,1979.0,1966.0,False
2020,23785,66663,1,0.07296419354838712,0.03125,0.015625,0.08312044354838712,0.012126933500793233,True,64.0,62.0,False
2020,22508,72447,2,0.06826267209302325,0.030985915492957747,0.029577464788732393,0.08326267209302325,0.0008966908115358718,False,710.0,688.0,False
2020,22595,66039,1,0.02674208979591838,0.11363636363636363,0.11363636363636363,0.0835602716141002,0.03031259154379451,False,88.0,98.0,False
2020,22293,66920,2,0.05711273531230675,0.05204944697462589,0.05465191932335719,0.08404832412167565,0.013370994732585476,True,1537.0,1617.0,False
2020,22524,74748,1,0.07731906900826448,0.008333333333333333,0.016666666666666666,0.08440240234159781,0.04912391432506884,True,240.0,242.0,False
2020,22349,66103,2,0.021739049999999947,0.12,0.1276595744680851,0.08441990106382972,0.05392977135081646,True,47.0,53.0,False
2020,23284,68617,2,0.08325381156118142,0.008368200836820083,0.0,0.08450904168670444,0.006233308872471713,False,239.0,237.0,False
2020,23112,69168,2,0.06586484606205249,0.04337899543378995,0.0365296803652968,0.08515708350497486,3.721674531216579e-05,False,438.0,419.0,False
2020,23624,69709,1,0.03759414285714288,0.08,0.10256410256410256,0.08549157875457877,0.0783697118437118,False,39.0,35.0,False
2020,22815,69367,1,0.037802,0.09289617486338798,0.09836065573770492,0.08616265573770492,0.024954364380132432,False,183.0,200.0,False
2020,23672,65769,2,0.06480231454005934,0.048560135516657256,0.043478260869565216,0.08730372617190575,0.008663983150256405,True,1771.0,1685.0,False
2020,21916,68815,1,0.07882924096385542,0.020841525756979944,0.018088871411718443,0.08828657482150387,0.020202539853463458,False,2543.0,2490.0,False
2020,23696,543391,1,0.08108364213814649,0.013366162504396765,0.015828350334154064,0.08862848913075992,0.00819301481285517,False,2843.0,2881.0,False
2020,23727,62160,1,0.06941598360655737,0.06153846153846154,0.03076923076923077,0.08941598360655738,0.0033771305373632016,True,65.0,61.0,False
2020,22278,545363,1,0.087244348872549,0.009708737864077669,0.0036407766990291263,0.08997493139682085,0.02754814976775588,True,1648.0,1632.0,False
2020,22110,64768,1,0.06179223815461346,0.13203463203463203,0.02813852813852814,0.0914459178082931,0.016656708372220635,False,462.0,401.0,False
2020,23157,64496,1,0.04428907121212122,0.14,0.075,0.09153907121212122,0.05588397878787878,True,40.0,33.0,False
2020,22742,66068,2,0.006355957203389818,0.1568627450980392,0.17647058823529413,0.09165007485044864,0.009103312971287941,False,153.0,177.0,False
2020,23564,67640,1,0.03169857368421053,0.14606741573033707,0.11235955056179775,0.09293452874039031,0.0031797901712548454,False,89.0,76.0,False
2020,22761,68391,2,0.04932465,0.0738255033557047,0.09395973154362416,0.09328438154362416,0.0158210772894566,False,149.0,160.0,False
2020,21875,66990,1,0.08102409638554214,0.024691358024691357,0.024691358024691357,0.09336977539788782,0.08485754612653512,True,81.0,83.0,False
2020,22834,76455,2,0.09000426847662145,0.0022675736961451248,0.01020408163265306,0.09391583310247179,0.0187927474073111,False,2646.0,2652.0,False
2020,23772,76329,2,0.08612931940298507,0.0,0.022388059701492536,0.09396514029850746,0.06560744562899785,True,134.0,134.0,False
2020,22908,77446,2,0.06548006589147289,0.06267029972752043,0.05722070844686648,0.09490785880700423,0.009684884318969939,False,2202.0,2064.0,False
2020,23590,79545,1,0.019022859914255077,0.16172506738544473,0.14914645103324348,0.09548287788370699,0.004372456630567262,False,1113.0,933.0,False
2020,21178,65801,2,0.06998398387096774,0.06060606060606061,0.05454545454545454,0.09816580205278592,0.0015877548910274847,False,165.0,155.0,False
2020,22277,65933,2,0.05791066227781434,0.08493975903614458,0.0819277108433735,0.09932632492841675,0.006282373494216259,False,1660.0,1519.0,False
2020,23654,60337,2,0.03748837643020596,0.1312127236580517,0.12326043737574553,0.10031143806042464,0.00657842569024554,False,503.0,437.0,False
2020,23745,599683,1,0.06911177017783857,0.05865314989138305,0.06517016654598118,0.10071930095263942,0.021039252280409593,False,2762.0,2924.0,False
2020,23690,73750,1,0.06719365605095541,0.08985507246376812,0.057971014492753624,0.1009617719929844,0.020909407129198268,True,345.0,314.0,False
2020,23632,68269,2,0.04358387777777776,0.11855670103092783,0.1134020618556701,0.10105810458190147,0.0330829085583374,False,776.0,684.0,False
2020,22996,75340,1,0.07446649471544714,0.04680851063829787,0.0574468085106383,0.10159415428991522,0.003948418810388751,False,940.0,984.0,False
2020,23361,64760,2,0.09584673482428117,0.0031847133757961785,0.01592356687898089,0.10189769023829391,0.015732932412030193,False,314.0,313.0,False
2020,23783,68830,1,0.0756941111111111,0.07216494845360824,0.05154639175257732,0.10456009049255441,0.02521294111321505,False,97.0,90.0,False
2020,23030,76650,2,0.045848105319148916,0.12204234122042341,0.11581569115815692,0.10468994840756735,0.03421706980310604,True,803.0,705.0,False
2020,23475,65696,2,0.028124999999999983,0.15384615384615385,0.15384615384615385,0.10504807692307691,0.022620496592015565,True,65.0,55.0,False
2020,23332,68639,2,0.03334539600760457,0.1488673139158576,0.1423948220064725,0.10551368079724857,0.006086188356194483,False,618.0,526.0,False
2020,23024,60255,2,0.017940427906976752,0.14,0.19444444444444445,0.10699598346253231,0.13640583984370075,False,36.0,43.0,False
2020,23497,61557,2,0.08730164285714284,0.027522935779816515,0.045871559633027525,0.10748512909567495,0.02968982481432944,True,109.0,112.0,False
2020,21789,63248,2,0.08856088247639034,0.05643564356435644,0.03663366336633663,0.10984801118926162,0.021030256559751645,False,1010.0,953.0,False
2020,22201,65058,2,0.10496895189003434,0.0,0.016036655211912942,0.11058178121420387,0.032208443675220036,False,873.0,873.0,False
2020,22925,63749,2,0.09803921568627452,0.022922636103151862,0.02865329512893983,0.11150626439687625,0.022146975416822062,True,349.0,357.0,False
2020,23289,68453,1,0.08936427374301678,0.02480916030534351,0.05343511450381679,0.11178793786515419,0.0208846816521025,False,524.0,537.0,False
2020,22548,78517,2,0.0634036428571429,0.0967741935483871,0.0967741935483871,0.11179073963133643,0.009646253268892138,False,248.0,224.0,False
2020,23190,66493,1,0.06581217935779816,0.10655737704918032,0.09016393442622951,0.11335316296435553,0.0023536579058698603,False,122.0,109.0,False
2020,23697,61329,2,0.06483144011142061,0.10585305105853052,0.09838107098381071,0.11514277261453394,0.020099531923451514,False,803.0,718.0,False
2020,23312,64769,1,0.09232258792497072,0.0389768574908648,0.057247259439707675,0.11820565735249813,0.025268389289513832,False,821.0,853.0,False
2020,22156,62263,1,0.04173301161616157,0.1511627906976744,0.1569767441860465,0.119349290685929,0.04170623359761544,False,172.0,198.0,False
2020,23362,65509,2,0.058580492286501376,0.11349693251533742,0.12883435582822086,0.12069705670367928,0.033010978789568865,False,326.0,363.0,False
2020,21622,61666,1,0.07087804545454543,0.1,0.1,0.12087804545454542,0.023819648093841683,False,60.0,66.0,False
2020,23787,69399,2,0.08122299974093268,0.07222222222222222,0.08333333333333333,0.12122299974093267,0.0012405338615355949,False,180.0,193.0,False
2020,22203,69801,1,0.12153846153846157,0.0,0.0,0.12153846153846157,0.09953846153846155,True,26.0,26.0,False
2020,22621,62637,1,0.0976011052631579,0.05,0.05,0.12260110526315791,0.018598378607809843,True,80.0,76.0,False
2020,22541,67591,1,0.11993367758620693,0.013605442176870748,0.006802721088435374,0.12435544629368993,0.0013061871618869625,False,147.0,145.0,False
2020,23428,69585,2,0.05715030808724829,0.13740458015267176,0.13740458015267176,0.12585259816358418,0.018794572125753417,False,131.0,149.0,False
2020,22734,67703,1,0.1167446971014493,0.027114967462039046,0.021691973969631236,0.12840413311012608,0.027570848727736602,False,922.0,897.0,False
2020,23498,76355,2,0.0692726301204819,0.13541666666666666,0.1130952380952381,0.12916846345381522,0.01786706349206349,False,672.0,581.0,False
2020,23426,65665,2,0.010987691855203631,0.24701873935264054,0.23679727427597955,0.13091954875469256,0.03559934177965632,False,587.0,442.0,False
2020,22131,77211,1,0.07847465560890439,0.11339009287925697,0.10139318885448917,0.13097078563986414,0.07192616739829466,False,2584.0,2291.0,False
2020,22881,67564,2,0.090908998051948,0.08450704225352113,0.08450704225352113,0.13316251917870855,0.01968154100969452,False,71.0,77.0,False
2020,23597,69047,2,0.08251095070422532,0.109375,0.109375,0.13719845070422532,0.024444585010060443,False,128.0,142.0,False
2020,22321,68856,1,0.11162079734219268,0.04878048780487805,0.05574912891986063,0.1384500656348756,0.026192403510169993,False,287.0,301.0,False
2020,21654,67391,2,0.08715696925207758,0.09063444108761329,0.10876132930513595,0.13881860067201715,0.02185508273624308,False,331.0,361.0,False
2020,22254,74630,2,0.0565219122807018,0.1827956989247312,0.16129032258064516,0.14039288002263728,0.042671734352591514,False,558.0,456.0,False
2020,22551,63930,1,0.058608333333333346,0.17391304347826086,0.17391304347826086,0.14556485507246378,0.0439885151543455,False,92.0,108.0,False
2020,23747,69113,2,0.05471212843137256,0.184,0.184,0.14671212843137255,0.020889541518620852,False,125.0,102.0,False
2020,23107,64992,1,0.14682511111111113,0.0,0.0,0.14682511111111113,0.07695974603174602,False,36.0,36.0,False
2020,23519,66801,1,0.025461913043478265,0.24324324324324326,0.24324324324324326,0.14708353466509988,0.027026935156500398,False,74.0,92.0,False
2020,21795,66291,1,0.10575573449920511,0.10014306151645208,0.07725321888412018,0.14781582033611498,0.0013464636642643857,False,2796.0,2516.0,False
2020,23145,64596,2,0.0473544275362319,0.20689655172413793,0.20689655172413793,0.15080270339830087,0.04764878346541013,True,87.0,69.0,False
2020,23653,65343,2,0.0378967254651163,0.21813031161473087,0.22946175637393768,0.1509278869382041,0.017282436632502063,False,353.0,430.0,False
2020,22547,66451,1,0.09766957800511508,0.10764872521246459,0.11473087818696884,0.15397269415242384,0.006624154457820081,False,706.0,782.0,False
2020,22617,64896,1,0.15561047118644064,0.008547008547008548,0.008547008547008548,0.1598839754599449,0.16781713844836896,True,117.0,118.0,False
2020,23643,64051,2,0.072475727953411,0.1784313725490196,0.1803921568627451,0.16237768873772473,0.014166422901971232,False,510.0,601.0,False
2020,22099,75138,2,0.15795471794195254,0.018134715025906734,0.0051813471502590676,0.1624883966984292,0.017418451157375003,False,386.0,379.0,False
2020,21955,74454,1,0.04776480127620783,0.24552957359009628,0.24243466299862448,0.16944636936424085,0.010383802646471735,False,2908.0,2194.0,False
2020,22311,68928,1,0.14457178048780486,0.058823529411764705,0.047345767575322814,0.16996632855093255,0.01772591018185324,False,697.0,656.0,False
2020,23175,68207,2,0.09635871382113823,0.14953271028037382,0.1588785046728972,0.1743960969987083,0.001846740333397212,False,214.0,246.0,False
2020,23423,64155,2,0.0870350789473684,0.15853658536585366,0.18597560975609756,0.17590703016688058,0.012344300985293294,False,328.0,380.0,False
2020,23110,61214,2,0.15046232911392404,0.07602339181286549,0.05263157894736842,0.18028689051743282,0.06215465068125453,False,684.0,632.0,False
2020,23005,62595,2,0.14900413580246918,0.06578947368421052,0.06578947368421052,0.18189887264457444,0.01967201545536304,False,304.0,324.0,False
2020,23431,66047,2,0.15982075609756097,0.04,0.05128205128205128,0.1837694740462789,0.08752489861395933,False,39.0,41.0,False
2020,23650,69934,1,0.08409523469387756,0.21018697614442294,0.195357833655706,0.1839985228950381,0.0043529727597143575,True,1551.0,1225.0,False
2020,23765,69629,1,0.09588376900826442,0.16346153846153846,0.18269230769230768,0.18434530746980288,0.07862173423589391,False,104.0,121.0,False
2020,23558,68097,2,0.16403144782608695,0.033707865168539325,0.0449438202247191,0.18481796468001951,4.9654835182710855e-05,False,89.0,92.0,False
2020,23415,79229,2,0.0904110684474123,0.19651240778001342,0.19047619047619047,0.18655459628108095,0.010764809021373944,False,2982.0,2396.0,False
2020,22911,69620,2,0.07197764894099845,0.23935558112773303,0.23014959723820483,0.18843334514353008,0.011811270231248366,False,869.0,661.0,False
2020,23640,68107,1,0.07450947058823532,0.24,0.2608695652173913,0.20181381841432228,0.03820090112906249,False,46.0,34.0,False
2020,23502,68036,1,0.09005643902439021,0.22641509433962265,0.22641509433962265,0.20326398619420155,0.07100376741290165,False,53.0,41.0,False
2020,23737,68705,1,0.06793489999999999,0.16,0.32,0.20393489999999997,0.07796153846153844,False,24.0,16.0,False
2020,23258,65894,1,0.09090924090909089,0.22807017543859648,0.22807017543859648,0.20494432862838913,0.008316401792423933,False,57.0,44.0,False
2020,23496,61457,2,0.03225131943907158,0.4386536373507057,0.3528773072747014,0.22155642258782293,0.039629025983078825,False,921.0,517.0,False
2020,22478,66557,2,0.13775033234421363,0.16995073891625614,0.1687192118226601,0.22229466731958308,0.0389482735546188,False,812.0,674.0,False
2020,22667,69211,1,0.20634877777777783,0.02,0.04,0.22334877777777784,0.02150822222222218,False,8.0,9.0,False
2020,22784,66956,1,0.019396999999999998,0.28,0.4666666666666667,0.22473033333333334,0.008401364897178382,False,30.0,16.0,False
2020,22579,68397,1,0.11481495,0.2727272727272727,0.2727272727272727,0.2511785863636363,0.008885629933481132,False,55.0,70.0,False
2020,21998,67956,2,0.25144791860465115,0.009389671361502348,0.018779342723004695,0.2594291392619281,0.013168541412973994,False,213.0,215.0,False
2020,23101,69206,1,0.176842,0.22,0.28205128205128205,0.30855994871794873,0.009534798534798605,False,39.0,50.0,False
2021,23534,548384,2,0.013695643933386181,0.006304176516942475,0.0013790386130811663,0.015123933925505961,0.1597173681879349,True,2538.0,2522.0,True
2021,23915,60264,2,0.018629539682539692,0.010471204188481676,0.0,0.020200220310811944,0.1584404622565722,True,191.0,189.0,True
2021,22029,61896,1,0.016794299212598417,0.015503875968992248,0.003875968992248062,0.020476469755234074,0.03977322542062602,True,129.0,127.0,True
2021,22094,79358,2,0.011906143106457281,0.008802816901408451,0.023685012325845495,0.021516319955714472,0.11420007489701171,True,1704.0,1719.0,True
2021,23952,65057,2,0.020307692307692277,0.035856573705179286,0.021912350597609563,0.033355501072632514,0.04386539312834136,True,251.0,260.0,True
2021,22795,68804,1,0.023559182568807367,0.05314009661835749,0.028985507246376812,0.04167512459779287,0.012555623935760228,True,207.0,218.0,True
2021,21699,63961,1,0.013337190155440423,0.05623471882640587,0.08457528530521231,0.051373747836225614,0.10570938559034782,True,818.0,772.0,True
